Entity,Group,Value Name,Value Type,Value Position,Value,Rank,Start Time,End Time
Q17012,alias,language,mk,1,Гвадалупе,,,
Q17012,alias,language,en,1,gp,,,
,,,,,,,,
Q17012,description,language,fr,,région administrative et département français d'outre mer,,,
Q17012,description,language,it,,dipartimento d'oltremare della Francia,,,
Q17012,description,language,en,,Caribbean department of France,,,
Q17012,description,language,af,,Franse departement,,,
Q17012,description,language,ar,,إقليم فرنسي,,,
Q17012,description,language,an,,departemento frances,,,
Q17012,description,language,ast,,departamentu de Francia,,,
Q17012,description,language,bar,,Französisches Département,,,
Q17012,description,language,bg,,Департамент на Франция,,,
Q17012,description,language,ca,,departament de França,,,
Q17012,description,language,cs,,francouzský departement,,,
Q17012,description,language,co,,dipartimentu di a Francia,,,
Q17012,description,language,cy,,département Ffrainc,,,
Q17012,description,language,da,,fransk departement,,,
Q17012,description,language,de,,französisches Département,,,
Q17012,description,language,eo,,Franca departemento,,,
Q17012,description,language,es,,departamento francés,,,
Q17012,description,language,et,,Prantsusmaa departemang,,,
Q17012,description,language,fi,,Ranskan departementti,,,
Q17012,description,language,frp,,dèpartement francês,,,
Q17012,description,language,fy,,Frânsk departemint,,,
Q17012,description,language,gl,,departamento francés,,,
Q17012,description,language,hu,,Franciaország tengerentúli régiója,,,
Q17012,description,language,id,,sebuah departemen Perancis,,,
Q17012,description,language,io,,departmento di Francia,,,
Q17012,description,language,is,,sýsla í Frakklandi,,,
Q17012,description,language,ja,,フランスの県,,,
Q17012,description,language,jv,,Departemen ing Prancis,,,
Q17012,description,language,ko,,프랑스의 주,,,
Q17012,description,language,la,,praefectura Franciae,,,
Q17012,description,language,kg,,kizunga ya Fwalansa,,,
Q17012,description,language,lad,,departamento franses,,,
Q17012,description,language,lb,,franséischt Departement,,,
Q17012,description,language,lt,,Prancūzijos departamentas,,,
Q17012,description,language,lv,,Francijas departaments,,,
Q17012,description,language,lmo,,dipartiment fransés,,,
Q17012,description,language,ms,,jabatan di Perancis,,,
Q17012,description,language,nds,,Bezirke vun Frankriek,,,
Q17012,description,language,nl,,Frans departement,,,
Q17012,description,language,nn,,franske departement,,,
Q17012,description,language,oc,,departament francés,,,
Q17012,description,language,pam,,Departamentu ning France,,,
Q17012,description,language,pl,,francuski departament,,,
Q17012,description,language,pt,,departamento da França,,,
Q17012,description,language,ro,,departament Franței,,,
Q17012,description,language,ru,,департамент во Франции,,,
Q17012,description,language,sco,,French depairtment,,,
Q17012,description,language,se,,Frankriikka departemeantta,,,
Q17012,description,language,simple,,French department,,,
Q17012,description,language,sl,,departement vo Francúzsku,,,
Q17012,description,language,sv,,franskt departement,,,
Q17012,description,language,sw,,département ya Ufaransa,,,
Q17012,description,language,th,,จังหวัดในประเทศฝรั่งเศส,,,
Q17012,description,language,vec,,dipartimento fransexe,,,
Q17012,description,language,vi,,tỉnh của Pháp,,,
Q17012,description,language,vls,,Frans departement,,,
Q17012,description,language,vo,,Ziläk in Fransän,,,
Q17012,description,language,zea,,Frans departement,,,
Q17012,description,language,zh,,法国省份,,,
Q17012,description,language,zh-hans,,法国省份,,,
Q17012,description,language,zh-hant,,法國省份,,,
Q17012,description,language,nb,,fransk oversjøisk departement i Karibia,,,
Q17012,description,language,gsw,,Département z Frànkrich,,,
Q17012,description,language,nan,,Hoat-kok ê chi̍t khóan,,,
Q17012,description,language,mk,,прекуморски департман на Франција во Карибите,,,
,,,,,,,,
Q17012,label,language,fr,,Guadeloupe,,,
Q17012,label,language,af,,Guadeloupe,,,
Q17012,label,language,an,,Guadalupe,,,
Q17012,label,language,ar,,جوادلوب,,,
Q17012,label,language,ast,,Guadalupe,,,
Q17012,label,language,az,,Qvadelupa,,,
Q17012,label,language,be,,Гвадэлупа,,,
Q17012,label,language,bg,,Гваделупа,,,
Q17012,label,language,bn,,গুয়াদলুপ,,,
Q17012,label,language,bpy,,গুৱাডালুপে,,,
Q17012,label,language,br,,Gwadaloup,,,
Q17012,label,language,bs,,Gvadalupe,,,
Q17012,label,language,ca,,Guadalupe,,,
Q17012,label,language,ceb,,Guadeloupe,,,
Q17012,label,language,cs,,Guadeloupe,,,
Q17012,label,language,cy,,Guadeloupe,,,
Q17012,label,language,da,,Guadeloupe,,,
Q17012,label,language,de,,Guadeloupe,,,
Q17012,label,language,dsb,,Guadelupa,,,
Q17012,label,language,dv,,ގޯޑިލޫޕު,,,
Q17012,label,language,el,,Γουαδελούπη,,,
Q17012,label,language,en,,Guadeloupe,,,
Q17012,label,language,eo,,Gvadelupo,,,
Q17012,label,language,es,,Guadalupe,,,
Q17012,label,language,et,,Guadeloupe,,,
Q17012,label,language,eu,,Guadalupe,,,
Q17012,label,language,fa,,جزیره گوادلوپ,,,
Q17012,label,language,fi,,Guadeloupe,,,
Q17012,label,language,frp,,Goadeloupe,,,
Q17012,label,language,frr,,Guadeloupe,,,
Q17012,label,language,gd,,Guadeloupe,,,
Q17012,label,language,gl,,Guadalupe,,,
Q17012,label,language,he,,גוואדלופ,,,
Q17012,label,language,hi,,गुआदेलूप,,,
Q17012,label,language,hif,,Guadeloupe,,,
Q17012,label,language,hr,,Gvadalupa,,,
Q17012,label,language,ht,,Gwadloup,,,
